region,year_surv,year,month,day,strata,strata_area,set,trip,vessel,pandalus_borealis,chionoecetes_opilio_small,gadus_morhua,reinhardtius_hippoglossoides,sebastes_mentella,planktivores
Newfoundland,1997,1997,11,2,725,360.1395,42,214,TEM,0.08,0.049094309910124,0,11.6,1089.38,0.38
Newfoundland,1997,1997,11,2,726,246.9528,43,214,TEM,0.01,0,0,11.45,5.45,0.43
Newfoundland,1997,1997,11,2,379,363.5694,44,214,TEM,0,0,16.3,2.9,331.25,0.05
Newfoundland,1997,1997,11,2,378,476.7561,45,214,TEM,20.25,0.0190571852935328,2.45,25.2,5.85,0
Newfoundland,1997,1997,11,2,376,5141.4201,47,214,TEM,0,0,0,0,0,3.42
Newfoundland,1997,1997,11,2,376,5141.4201,48,214,TEM,0,0,0,0,0,1.17
Newfoundland,1997,1997,10,29,361,6355.6047,5,214,TEM,0,0,21.65,0,0,21.15
Newfoundland,1997,1997,11,2,377,342.99,50,214,TEM,0.1,0.125291858122921,0,2.4,0,62.33
Newfoundland,1997,1997,11,3,380,397.8684,51,214,TEM,4.64,0.481242445403815,0,48.05,7.75,0.05
Newfoundland,1997,1997,11,3,374,3193.2369,52,214,TEM,0,0.102474370203359,0,0,0,0.6
Newfoundland,1997,1997,11,3,374,3193.2369,53,214,TEM,0,0.571943163798281,0,0.24,0,1.52
Newfoundland,1997,1997,11,3,728,535.0644,56,214,TEM,0.06,1.11534206304243,0,27.2,7.15,0.04
Newfoundland,1997,1997,11,3,374,3193.2369,57,214,TEM,0,0,1.05,0,0,0.7
Newfoundland,1997,1997,11,3,373,8643.348,59,214,TEM,0,0,0,0,0,0.94
Newfoundland,1997,1997,10,29,361,6355.6047,6,214,TEM,0,0,13.5,0,0,19.55
Newfoundland,1997,1997,11,4,362,8643.348,60,214,TEM,0.01,0,0,0,0,13.85
Newfoundland,1997,1997,11,4,373,8643.348,61,214,TEM,0.03,0,0.53,0,0,1.81
Newfoundland,1997,1997,11,4,373,8643.348,62,214,TEM,0.01,0,0,0.03,0,1.2
Newfoundland,1997,1997,11,4,727,548.784,63,214,TEM,0.62,0.214441994399068,0,27.2,71.7,0.03
Newfoundland,1997,1997,11,4,373,8643.348,64,214,TEM,0,0,0,0.01,0,1.81
Newfoundland,1997,1997,11,4,383,2311.7526,65,214,TEM,0,0.0285508291219347,0,0,0,18.8
Newfoundland,1997,1997,11,4,727,548.784,66,214,TEM,0,0,0,6.55,388.43,0.13
Newfoundland,1997,1997,11,4,380,397.8684,67,214,TEM,0,0,1.3,21.9,48.2,0.16
Newfoundland,1997,1997,11,4,381,624.2418,68,214,TEM,5.03,0.0879106949969573,0.55,13.45,2.3,0.01
Newfoundland,1997,1997,11,4,728,535.0644,69,214,TEM,0.05,0,0,20.6,7.7,0.06
Newfoundland,1997,1997,11,5,381,624.2418,70,214,TEM,4.91,0.00376486209035344,0,50,0.05,0
Newfoundland,1997,1997,11,5,381,624.2418,71,214,TEM,5.16,0,0,15.85,0.02,0.2
Newfoundland,1997,1997,11,5,382,2219.1453,72,214,TEM,0,0,0,0,0,30
Newfoundland,1997,1997,11,5,382,2219.1453,73,214,TEM,0.02,0,0,0.54,0,2.4
Newfoundland,1997,1997,11,5,383,2311.7526,74,214,TEM,0,0.149772561017725,0,0,0,55.75
Newfoundland,1997,1997,11,5,373,8643.348,75,214,TEM,0,0,0,0,0,1.65
Newfoundland,1997,1997,11,5,373,8643.348,76,214,TEM,0,0,0,0,0,1.25
Newfoundland,1997,1997,11,5,373,8643.348,77,214,TEM,0,0,0,0,0,1.52
Newfoundland,1997,1997,11,5,372,8437.554,78,214,TEM,0,0,0,0,0,30.4
Newfoundland,1997,1997,11,5,372,8437.554,79,214,TEM,0,0,0,0,0,20.15
Newfoundland,1997,1997,10,29,375,5463.8307,8,214,TEM,0,0,1.3,0,0,0
Newfoundland,1997,1997,11,5,372,8437.554,80,214,TEM,0,0,0,0,0,6.85
Newfoundland,1997,1997,11,5,372,8437.554,81,214,TEM,0.08,0,0,0,0,10.3
Newfoundland,1997,1997,11,6,372,8437.554,82,214,TEM,0.08,0,0,0,0,8.3
Newfoundland,1997,1997,11,6,372,8437.554,83,214,TEM,0.06,0,0.69,0,0,4.7
Newfoundland,1997,1997,11,6,372,8437.554,84,214,TEM,0.02,0,0,0,0,51.5
Newfoundland,1997,1997,11,6,372,8437.554,85,214,TEM,0.02,0,0,0.01,0,5.55
Newfoundland,1997,1997,11,6,363,6105.222,86,214,TEM,0.01,0,0,0,0,104
Newfoundland,1997,1997,11,6,363,6105.222,87,214,TEM,0,0,0,0,0,85.25
Newfoundland,1997,1997,11,6,363,6105.222,89,214,TEM,0,0,0,0,0,16.45
Newfoundland,1997,1997,10,29,375,5463.8307,9,214,TEM,0,0,7.65,0,0,0
Newfoundland,1997,1997,11,6,363,6105.222,90,214,TEM,0,0,2.9,0,0,26.6
Newfoundland,1997,1997,11,10,785,1594.9035,1,215,TEM,0,0.0869777209570983,2.5,0,0,0
Newfoundland,1997,1997,11,11,328,5210.0181,10,215,TEM,0.96,0.637982797122992,0,0,0,0
Newfoundland,1997,1997,11,11,328,5210.0181,11,215,TEM,0.71,0.117955890837938,0,0,0,0
Newfoundland,1997,1997,11,11,341,5398.6626,12,215,TEM,0.17,0.624507878844083,0,0,0,0
Newfoundland,1997,1997,11,12,350,7103.3229,13,215,TEM,0,0.0755238084649487,0.24,0,0,0.04
Newfoundland,1997,1997,11,12,341,5398.6626,14,215,TEM,0.55,0.350639976035633,0,1.3,0,0.04
Newfoundland,1997,1997,11,12,787,2102.5287,15,215,TEM,0.01,0.0431671502341755,1.45,0.9,0,0.24
Newfoundland,1997,1997,11,12,794,740.8584,16,215,TEM,5.1,0.0175638528381848,5.35,0,0,0.04
Newfoundland,1997,1997,11,12,795,562.5036,17,215,TEM,0.17,0.749102930596731,1.9,2.35,0,2.7
Newfoundland,1997,1997,11,13,797,336.1302,18,215,TEM,0.78,0.581109617346153,0.81,0.51,0,1.4
Newfoundland,1997,1997,11,13,795,562.5036,19,215,TEM,0.24,1.34350069863094,2.75,1.05,0,2.82
Newfoundland,1997,1997,11,11,784,919.2132,2,215,TEM,0,0,1.67,0,0.01,0
Newfoundland,1997,1997,11,13,797,336.1302,20,215,TEM,0.04,0.188196418920609,1.15,0,0,1.16
Newfoundland,1997,1997,11,13,796,600.2325,23,215,TEM,2.16,3.21542493487047,0.5,19.7,0,5.91
Newfoundland,1997,1997,11,13,796,600.2325,24,215,TEM,3.94,19.0307917556558,0.22,11.95,0,28.8
Newfoundland,1997,1997,11,13,794,740.8584,25,215,TEM,0.08,0.150666885904798,3.2,1.1,0,7.02
Newfoundland,1997,1997,11,13,791,778.5873,26,215,TEM,5.21,1.03420228372117,2,8.15,0,5.88
Newfoundland,1997,1997,11,13,800,277.8219,27,215,TEM,16.59,1.23040351604535,0.33,12.65,0,7.29
Newfoundland,1997,1997,11,13,791,778.5873,28,215,TEM,0.11,0.780417045179838,8.1,5.1,0,1.04
Newfoundland,1997,1997,11,14,793,246.9528,29,215,TEM,0.33,0.733292638739638,0,0.8,0,5.04
Newfoundland,1997,1997,11,11,786,288.1116,3,215,TEM,0.18,13.7641006475401,4.85,0.24,0.28,0.15
Newfoundland,1997,1997,11,14,793,246.9528,30,215,TEM,0.01,0.248102638352874,11.4,0,0,2.41
Newfoundland,1997,1997,11,14,800,277.8219,31,215,TEM,52.74,2.33580850987678,0,43.5,0,2.7
Newfoundland,1997,1997,11,14,792,171.495,32,215,TEM,45.7,0.880522741468783,0,46.6,0,0.4
Newfoundland,1997,1997,11,14,792,171.495,33,215,TEM,23.01,1.84500601391395,0,54.85,0.22,0
Newfoundland,1997,1997,11,14,790,305.2611,34,215,TEM,0.48,0.334236032351751,5.7,0.95,0,0
Newfoundland,1997,1997,11,14,790,305.2611,36,215,TEM,0.15,0.18948433212915,26.7,0,0,0.08
Newfoundland,1997,1997,11,15,798,342.99,38,215,TEM,8.2,0.273435938457121,0,13,0,0.02
Newfoundland,1997,1997,11,15,798,342.99,39,215,TEM,1.64,4.0598724298154,0,2.35,0,0.45
Newfoundland,1997,1997,11,11,786,288.1116,4,215,TEM,0.44,13.7340837534677,0.65,0.01,0,1.04
Newfoundland,1997,1997,11,15,788,895.2039,40,215,TEM,0.05,0.251099932602966,8,2.5,0,3.4
Newfoundland,1997,1997,11,15,788,895.2039,41,215,TEM,0.05,0.368882765029245,4.9,0,0,7.84
Newfoundland,1997,1997,11,15,789,246.9528,42,215,TEM,0.2,0.670699396362904,0,0.35,0,1.77
Newfoundland,1997,1997,11,15,789,246.9528,43,215,TEM,0.4,0.370610756752752,0,2.5,0,0
Newfoundland,1997,1997,11,15,799,246.9528,44,215,TEM,0.01,0.215583969629031,0.45,0,0,0
Newfoundland,1997,1997,11,15,799,246.9528,45,215,TEM,0.02,0.266151501937891,3.3,0,0,0
Newfoundland,1997,1997,11,16,787,2102.5287,47,215,TEM,0.72,0.256255850298228,0,1.15,0,0.15
Newfoundland,1997,1997,11,16,343,1800.6975,48,215,TEM,0.03,0.1054108424178,0.4,1.05,0,0.57
Newfoundland,1997,1997,11,16,348,7271.388,49,215,TEM,0,0.648406192565401,1.95,1.8,0,1.63
Newfoundland,1997,1997,11,11,784,919.2132,5,215,TEM,0,0.0461055712575682,0.5,0,0,0
Newfoundland,1997,1997,11,16,364,9662.0283,50,215,TEM,0.04,0.717644431940877,0.3,0.95,0,1.09
Newfoundland,1997,1997,11,16,371,3844.9179,51,215,TEM,0,0.286346350618214,0,0,0,3.84
Newfoundland,1997,1997,11,16,371,3844.9179,52,215,TEM,0.01,0.0176800725230382,0,0,0,9.9
Newfoundland,1997,1997,11,16,371,3844.9179,53,215,TEM,0.01,0,0,0,0,0.59
Newfoundland,1997,1997,11,19,390,5079.6819,54,215,TEM,0.02,0,0,0,0,1.74
Newfoundland,1997,1997,11,19,385,8080.8444,55,215,TEM,0.13,0.343785140767805,0,0.3,0,4.08
Newfoundland,1997,1997,11,19,390,5079.6819,56,215,TEM,0.02,0.131868243300813,0,0.7,0,8.64
Newfoundland,1997,1997,11,19,390,5079.6819,57,215,TEM,0.15,0.224448938680027,0,0.95,0,16.44
Newfoundland,1997,1997,11,19,390,5079.6819,58,215,TEM,0.01,0.0660266454917475,0,1.85,0,0
Newfoundland,1997,1997,11,19,390,5079.6819,59,215,TEM,0.03,0,0,1.4,0,6.4
Newfoundland,1997,1997,11,11,785,1594.9035,6,215,TEM,0,0,53.35,0,0,0
Newfoundland,1997,1997,11,19,384,3841.488,60,215,TEM,0,0,0,0,0,5.7
Newfoundland,1997,1997,11,11,328,5210.0181,7,215,TEM,0.28,0.282817397543971,8.75,0,0,2.12
Newfoundland,1997,1997,11,11,328,5210.0181,8,215,TEM,0.11,0.685844253876554,15.25,0,0,0.67
Newfoundland,1997,1997,11,11,328,5210.0181,9,215,TEM,0.04,0.440094528058568,0.27,0.14,0,1.08
Newfoundland,1997,1997,11,26,343,1800.6975,1,216,TEM,0,0.0847645439373435,0.9,0,0,0.18
Newfoundland,1997,1997,11,27,349,7250.8086,10,216,TEM,0,0.000982612533645693,0,0,0,4.65
Newfoundland,1997,1997,11,27,363,6105.222,11,216,TEM,0.02,0,40.2,0,0,0
Newfoundland,1997,1997,11,27,363,6105.222,12,216,TEM,0,0,27.85,0,0,0.8
Newfoundland,1997,1997,11,27,364,9662.0283,13,216,TEM,0.76,0.267611343878178,1.1,0,0,0
Newfoundland,1997,1997,11,28,364,9662.0283,14,216,TEM,0.04,0.729290045640744,0,0,0,0.32
Newfoundland,1997,1997,11,28,364,9662.0283,15,216,TEM,0.03,0.680731175742356,0.4,0,0,0.6
Newfoundland,1997,1997,11,30,348,7271.388,16,216,TEM,0.06,0.270309119206925,0,0,0,3.55
Newfoundland,1997,1997,11,30,364,9662.0283,17,216,TEM,0.01,0.485337551443738,1.5,0,0,0.44
Newfoundland,1997,1997,11,30,348,7271.388,18,216,TEM,0.12,0.367154776023426,0,0.01,0,1.08
Newfoundland,1997,1997,11,30,364,9662.0283,19,216,TEM,0.01,0.780693832481128,1.95,0,0,1.52
Newfoundland,1997,1997,11,26,349,7250.8086,2,216,TEM,0.04,0.0746448316559737,4.95,0.31,0,0.04
Newfoundland,1997,1997,11,30,364,9662.0283,20,216,TEM,0,0.337599231399238,0,0,0,9.8
Newfoundland,1997,1997,11,30,370,4527.468,21,216,TEM,0,0.155813888843398,0,0,0,1.06
Newfoundland,1997,1997,11,30,370,4527.468,22,216,TEM,0.01,0.249329567579354,0,0,0,0
Newfoundland,1997,1997,11,30,370,4527.468,23,216,TEM,0.01,1.30938421267791,0,0.3,0,0.12
Newfoundland,1997,1997,11,30,385,8080.8444,24,216,TEM,0.28,0.013106794840501,0,0.55,0,0.33
Newfoundland,1997,1997,11,30,385,8080.8444,25,216,TEM,0.34,0.000745089634092088,0,0,0,0.11
Newfoundland,1997,1997,12,1,371,3844.9179,26,216,TEM,0.01,0.00284349736127011,0,0,0,0.36
Newfoundland,1997,1997,12,1,385,8080.8444,27,216,TEM,0.02,0.438982246246094,0,0.23,0,0.84
Newfoundland,1997,1997,12,1,384,3841.488,28,216,TEM,0,0,0,0,0,2
Newfoundland,1997,1997,12,1,384,3841.488,29,216,TEM,0.01,0.0307177688998997,0,0,0,9.4
Newfoundland,1997,1997,11,26,349,7250.8086,3,216,TEM,0,0.028703883900747,0.77,0,0,0.01
Newfoundland,1997,1997,12,1,384,3841.488,30,216,TEM,0.01,0,0,0,0,23.1
Newfoundland,1997,1997,12,1,385,8080.8444,31,216,TEM,0,0.201290571525646,0,0,0,1.35
Newfoundland,1997,1997,12,1,391,967.2318,32,216,TEM,5.14,0.192151933202135,1.1,22.3,0,3.65
Newfoundland,1997,1997,12,1,729,637.9614,33,216,TEM,0.09,0.266645692030723,0,21.4,27.15,0.65
Newfoundland,1997,1997,12,2,730,583.083,34,216,TEM,0.03,0,0,16.4,12,0.36
Newfoundland,1997,1997,12,2,730,583.083,35,216,TEM,0,0,0,11.8,7.45,0.17
Newfoundland,1997,1997,12,2,392,497.3355,36,216,TEM,4.97,0.0797865642276478,0,37.35,2.95,0.23
Newfoundland,1997,1997,12,2,392,497.3355,37,216,TEM,1.92,0.000938143587549754,1.05,24.6,1.5,0.36
Newfoundland,1997,1997,12,2,729,637.9614,38,216,TEM,0.02,0.0209163430824716,1.5,17.35,465.3,0.07
Newfoundland,1997,1997,12,2,391,967.2318,39,216,TEM,6.26,0,0,23.7,0,5.65
Newfoundland,1997,1997,11,27,349,7250.8086,4,216,TEM,0.03,0.155787879360611,0.7,0,0,0.04
Newfoundland,1997,1997,12,2,389,2815.9479,40,216,TEM,1.56,0.297234582773356,0,5.7,0,0.64
Newfoundland,1997,1997,12,2,732,792.3069,41,216,TEM,0,0.555970610802423,0,21.1,48.5,0.48
Newfoundland,1997,1997,11,27,349,7250.8086,5,216,TEM,0,0.0348772775475196,1.35,0,0,0.04
Newfoundland,1997,1997,11,27,349,7250.8086,6,216,TEM,0.07,0.00330924900402991,0,0.75,0,0
Newfoundland,1997,1997,11,27,350,7103.3229,7,216,TEM,0.01,0,4.7,0,0,0.05
Newfoundland,1997,1997,11,27,350,7103.3229,8,216,TEM,0,0,8.95,0,0,0.33
Newfoundland,1997,1997,11,27,350,7103.3229,9,216,TEM,0,0,0,0,0,187.65
Newfoundland,1997,1997,12,13,348,7271.388,1,217,TEM,0,0.533953026562614,0.4,0.4,0,0.18
Newfoundland,1997,1997,12,14,369,3296.1339,10,217,TEM,11.77,0.191949333382012,0,4.4,0,1.05
Newfoundland,1997,1997,12,14,733,1605.1932,11,217,TEM,5.05,1.1898587050236,5,16.7,8.9,0.01
Newfoundland,1997,1997,12,15,369,3296.1339,12,217,TEM,23.59,0.265359138798928,2.25,10.95,1.55,0.13
Newfoundland,1997,1997,12,15,369,3296.1339,13,217,TEM,5.67,0.0237294862381174,1.6,4.8,0,0.16
Newfoundland,1997,1997,12,15,365,3570.5259,14,217,TEM,1.5,0.0427674442604269,0.5,1.25,0,3.88
Newfoundland,1997,1997,12,15,348,7271.388,15,217,TEM,0.12,0.23195600044468,0.6,0.3,0,27.2
Newfoundland,1997,1997,12,15,348,7271.388,16,217,TEM,0.03,0.572036002446079,0,0,0,8.4
Newfoundland,1997,1997,12,15,347,3371.5917,17,217,TEM,0.11,0.33889221695649,5,0.55,0,3.83
Newfoundland,1997,1997,12,15,347,3371.5917,18,217,TEM,0.33,0.34900976740363,0.65,0.03,0,18.98
Newfoundland,1997,1997,12,17,609,1173.0258,19,217,TEM,2.88,0.758759780916079,0.61,11.6,0,6.39
Newfoundland,1997,1997,12,14,347,3371.5917,2,217,TEM,0.08,0.261463546071288,0.09,0.23,0,0.44
Newfoundland,1997,1997,12,17,609,1173.0258,20,217,TEM,0.16,0.10970236085337,2.1,4.8,0,2.05
Newfoundland,1997,1997,12,17,612,1526.3055,21,217,TEM,0.05,0.209848112047709,0.1,2.2,0,0.45
Newfoundland,1997,1997,12,17,610,878.0544,22,217,TEM,3.81,0.563447475400729,6.1,21.7,0,17.7
Newfoundland,1997,1997,12,17,611,2057.94,23,217,TEM,0.38,0.342693806385207,4.15,9.85,0,2.98
Newfoundland,1997,1997,12,18,608,2737.0602,24,217,TEM,0.02,0.274054195838463,3,1.2,0,0.4
Newfoundland,1997,1997,12,18,611,2057.94,26,217,TEM,0.04,0.340673219734573,0.75,0.25,0,0.44
Newfoundland,1997,1997,12,18,608,2737.0602,27,217,TEM,0,0.168404774979304,0.65,0,0,14.43
Newfoundland,1997,1997,12,18,608,2737.0602,29,217,TEM,0.01,0.184522832008629,0.25,0,0,4.6
Newfoundland,1997,1997,12,14,348,7271.388,3,217,TEM,0.12,0.667605958395285,0.5,0.59,0,0.61
Newfoundland,1997,1997,12,18,611,2057.94,30,217,TEM,0.02,1.51602908950453,0,0,0,0
Newfoundland,1997,1997,12,18,610,878.0544,31,217,TEM,6.6,3.03718100487286,0.55,14.1,0,24.89
Newfoundland,1997,1997,12,18,612,1526.3055,32,217,TEM,0.33,0.53024063970254,0,2.2,0,2.37
Newfoundland,1997,1997,12,19,616,857.475,33,217,TEM,0,1.2085387027489,0.02,0.25,0,0.87
Newfoundland,1997,1997,12,19,616,857.475,34,217,TEM,0.05,3.09775714399329,0,0,0,0.34
Newfoundland,1997,1997,12,19,615,860.9049,35,217,TEM,0.37,6.57516130528198,0.01,0,0,2.15
Newfoundland,1997,1997,12,19,615,860.9049,36,217,TEM,0.26,7.65547820853956,0,3.9,0,14.9
Newfoundland,1997,1997,12,19,614,902.0637,37,217,TEM,0.1,10.5916077592435,0,10.15,0,32.3
Newfoundland,1997,1997,12,19,613,102.897,38,217,TEM,0,9.76966876944014,0,35.8,0,28.05
Newfoundland,1997,1997,12,19,613,102.897,39,217,TEM,0,0.0109374114872105,0,57.1,0,14.4
Newfoundland,1997,1997,12,14,366,4781.2806,4,217,TEM,0.4,0.334127486152847,0,1.2,0,0.45
Newfoundland,1997,1997,12,19,614,902.0637,40,217,TEM,0,3.70810138299374,0,11.9,0,15.64
Newfoundland,1997,1997,12,14,365,3570.5259,5,217,TEM,0.27,0.652190101258281,1,2,0,1.51
Newfoundland,1997,1997,12,14,364,9662.0283,6,217,TEM,0.07,1.17909133972014,1.55,1.05,0,14.9
Newfoundland,1997,1997,12,14,364,9662.0283,7,217,TEM,0,1.89970796233047,0.23,0.39,0,40.2
Newfoundland,1997,1997,12,14,365,3570.5259,8,217,TEM,0.3,0.444968663426345,0,0.3,0,46.8
Newfoundland,1997,1997,12,14,370,4527.468,9,217,TEM,1.16,0.201765310523001,0.9,0.75,0,12.6
Newfoundland,1998,1998,10,1,901,4160.4687,1,71,TEL,8.44,0,0.86,9.85,0.05,0
Newfoundland,1998,1998,10,2,907,1234.764,10,71,TEL,0,0,0,11.5,0,14.88
Newfoundland,1998,1998,10,2,906,785.4471,11,71,TEL,0,0,0,11.7,0,3.7
Newfoundland,1998,1998,10,2,905,562.5036,12,71,TEL,0,0,0,43.05,0,0.19
Newfoundland,1998,1998,10,2,902,411.588,13,71,TEL,34.39,0,0,5.35,3.6,2.65
Newfoundland,1998,1998,10,3,903,274.392,14,71,TEL,0,0,0,14.45,88.25,0.25
Newfoundland,1998,1998,10,3,915,329.2704,15,71,TEL,0,0,0,70.5,5.4,0.55
Newfoundland,1998,1998,10,3,912,250.3827,16,71,TEL,0.01,0,0,12.4,9.25,7.8
Newfoundland,1998,1998,10,3,908,2006.4915,17,71,TEL,90.57,0,0.6,8.77,0.75,0
Newfoundland,1998,1998,10,3,909,9511.1127,18,71,TEL,35.21,0,0,1.4,0.35,0
Newfoundland,1998,1998,10,3,911,2373.4908,19,71,TEL,59.69,0,0,7.6,0,0
Newfoundland,1998,1998,10,1,905,562.5036,2,71,TEL,0,0,0,17.95,0,1.93
Newfoundland,1998,1998,10,3,913,212.6538,20,71,TEL,0.9,0,0,3.9,32.5,0.84
Newfoundland,1998,1998,10,3,916,500.7654,21,71,TEL,0,0,0,21.15,0,2.01
Newfoundland,1998,1998,10,4,914,387.5787,22,71,TEL,0,0,0,6.35,47.25,0.51
Newfoundland,1998,1998,10,4,912,250.3827,23,71,TEL,0,0,0,4.95,15.9,1.65
Newfoundland,1998,1998,10,4,911,2373.4908,24,71,TEL,44.99,0,0,5.95,0,0.09
Newfoundland,1998,1998,10,4,911,2373.4908,25,71,TEL,40.24,0,0,3,0,0
Newfoundland,1998,1998,10,4,914,387.5787,26,71,TEL,0.66,0,0,20.75,64.45,0.46
Newfoundland,1998,1998,10,4,917,565.9335,27,71,TEL,0,0,0,28.9,0,7.1
Newfoundland,1998,1998,10,6,909,9511.1127,28,71,TEL,0.31,0,0,0.02,0,0
Newfoundland,1998,1998,10,6,910,8022.5361,29,71,TEL,7.08,0,0,0,0,0
Newfoundland,1998,1998,10,6,910,8022.5361,30,71,TEL,11.58,0,0,0.08,0,0
Newfoundland,1998,1998,10,6,925,6187.5396,31,71,TEL,30.69,0,0,0.1,0,0
Newfoundland,1998,1998,10,6,922,637.9614,32,71,TEL,0.78,0,0,3.55,36.4,0.27
Newfoundland,1998,1998,10,7,921,487.0458,33,71,TEL,0.07,0,0,14.3,66.05,0.21
Newfoundland,1998,1998,10,7,913,212.6538,34,71,TEL,1.08,0,0,4.8,36,0.34
Newfoundland,1998,1998,10,7,916,500.7654,35,71,TEL,0,0,0,87.55,0,1.04
Newfoundland,1998,1998,10,7,957,4702.3929,36,71,TEL,2.5,0,0,0.19,0,0
Newfoundland,1998,1998,10,7,957,4702.3929,37,71,TEL,0.92,0,0,0,0,0.08
Newfoundland,1998,1998,10,7,957,4702.3929,38,71,TEL,0.22,0,0,0.24,0,0
Newfoundland,1998,1998,10,8,957,4702.3929,39,71,TEL,3.75,0,0,0.25,0,0
Newfoundland,1998,1998,10,1,902,411.588,4,71,TEL,0,0,0,2.75,5.75,2.3
Newfoundland,1998,1998,10,8,957,4702.3929,40,71,TEL,47.97,0,0,0,0,0
Newfoundland,1998,1998,10,8,956,3604.8249,41,71,TEL,1.97,0,0,0.6,0,0.02
Newfoundland,1998,1998,10,8,953,998.1009,42,71,TEL,39.01,0,0,19.74,0,0
Newfoundland,1998,1998,10,8,953,998.1009,43,71,TEL,21.45,0,0.8,9.95,0,0
Newfoundland,1998,1998,10,8,956,3604.8249,44,71,TEL,0.29,0,0,0,0,0
Newfoundland,1998,1998,10,8,956,3604.8249,45,71,TEL,0.03,0,0,0.02,0,0
Newfoundland,1998,1998,10,8,952,607.0923,47,71,TEL,126,0,0,197.15,6.45,1.15
Newfoundland,1998,1998,10,8,954,3330.4329,48,71,TEL,4.74,0,44.65,0,0,0
Newfoundland,1998,1998,10,8,954,3330.4329,49,71,TEL,1.97,0,0,0,0,0
Newfoundland,1998,1998,10,1,906,785.4471,5,71,TEL,0,0,0,32.7,0,4.62
Newfoundland,1998,1998,10,8,954,3330.4329,50,71,TEL,0.12,0,0,0,0,0
Newfoundland,1998,1998,10,8,954,3330.4329,51,71,TEL,427.43,0,0,1.1,0,0
Newfoundland,1998,1998,10,1,904,524.7747,6,71,TEL,0,0,0,9.95,111.75,1.4
Newfoundland,1998,1998,10,1,903,274.392,7,71,TEL,0,0,0,7.9,28.8,2.7
Newfoundland,1998,1998,10,1,908,2006.4915,8,71,TEL,109.45,0,0.8,2.45,12.75,0.19
Newfoundland,1998,1998,10,1,904,524.7747,9,71,TEL,0,0,0,13.7,96.1,1.02
Newfoundland,1998,1998,10,10,957,4702.3929,1,72,TEL,0.66,0,0,0,0,0
Newfoundland,1998,1998,10,10,958,1008.3906,10,72,TEL,212.15,0,0,6.35,0.05,0.03
Newfoundland,1998,1998,10,11,956,3604.8249,11,72,TEL,27.81,0,0,0.7,0,0
Newfoundland,1998,1998,10,11,964,1173.0258,13,72,TEL,0,0,0,37.9,0,10.33
Newfoundland,1998,1998,10,11,962,830.0358,14,72,TEL,0,0,0,20.6,0.12,0.63
Newfoundland,1998,1998,10,11,960,366.9993,15,72,TEL,0,0,0,14.6,23.4,1
Newfoundland,1998,1998,10,11,956,3604.8249,16,72,TEL,235.4,0,0,2.2,0,0
Newfoundland,1998,1998,10,11,961,723.7089,17,72,TEL,0,0,0,5.45,80.45,1.62
Newfoundland,1998,1998,10,11,964,1173.0258,18,72,TEL,0,0,0,12.7,0.99,0.65
Newfoundland,1998,1998,10,11,962,830.0358,19,72,TEL,0,0,0,46.65,0.34,3.02
Newfoundland,1998,1998,10,10,957,4702.3929,2,72,TEL,6.27,0,0,0.35,0,0
Newfoundland,1998,1998,10,12,955,1334.2311,20,72,TEL,33.56,0,0.32,8.15,8.05,0.21
Newfoundland,1998,1998,10,12,955,1334.2311,21,72,TEL,42.47,0,0,4.75,3.85,0
Newfoundland,1998,1998,10,12,938,655.1109,22,72,TEL,0,0,0,34.45,0,5.11
Newfoundland,1998,1998,10,12,944,2949.714,23,72,TEL,32.8,0,4.2,10.6,7.55,6.58
Newfoundland,1998,1998,10,12,945,1581.1839,24,72,TEL,11.52,0,1.5,13.4,8.15,3.25
Newfoundland,1998,1998,10,12,945,1581.1839,25,72,TEL,5.36,0,0,27.9,17.6,0.5
Newfoundland,1998,1998,10,12,946,2472.9579,26,72,TEL,4.58,0,0,56,3.5,0.04
Newfoundland,1998,1998,10,12,952,607.0923,28,72,TEL,19.4,0,0.98,16.1,34.95,0
Newfoundland,1998,1998,10,12,954,3330.4329,29,72,TEL,0.46,0,0,0.16,0,0
Newfoundland,1998,1998,10,10,959,610.5222,3,72,TEL,16.45,0,0,33.95,7.85,15.39
Newfoundland,1998,1998,10,13,951,802.5966,30,72,TEL,3.02,0,0,61.15,6.55,0.21
Newfoundland,1998,1998,10,13,948,843.7554,33,72,TEL,28.86,0,0,435,4.25,0
Newfoundland,1998,1998,10,13,947,778.5873,34,72,TEL,11.41,0,0,179.45,5.25,2.48
Newfoundland,1998,1998,10,13,947,778.5873,35,72,TEL,8.18,0,0,76.65,2.45,1.15
Newfoundland,1998,1998,10,13,951,802.5966,36,72,TEL,10.32,0,0,25.6,21.05,0.18
Newfoundland,1998,1998,10,13,946,2472.9579,37,72,TEL,8.02,0,0,17.15,19.74,0.32
Newfoundland,1998,1998,10,14,946,2472.9579,38,72,TEL,4,0,0,94.1,3.86,0
Newfoundland,1998,1998,10,14,948,843.7554,39,72,TEL,113.99,0,0,177.8,2.85,0.06
Newfoundland,1998,1998,10,10,960,366.9993,4,72,TEL,0.02,0,0,40.85,33.85,1.42
Newfoundland,1998,1998,10,14,946,2472.9579,40,72,TEL,30.67,0,0,149.75,1.05,0
Newfoundland,1998,1998,10,14,930,3525.9372,41,72,TEL,0.24,0,0,3.4,0,0
Newfoundland,1998,1998,10,14,930,3525.9372,42,72,TEL,0.15,0,0,0.01,0,0
